Artist,Listeners,Daily Trend,Peak,PkListeners
K.Flay,"5,357,591","8,823",1579,"5,523,747"
Idgitaf,"5,356,732","129,723",1896,"5,356,732"
Supermode,"5,353,187","11,980",1897,"5,353,187"
Summer Cem,"5,349,708","-5,256",1861,"5,407,012"
Bruno Major,"5,347,053","-8,784",1554,"6,005,603"
Jacquees,"5,346,989","71,379",1635,"5,516,860"
Emmanuel,"5,346,227","9,557",1666,"5,559,713"
Vundabar,"5,346,127","10,165",1752,"5,479,239"
Enny-Mae,"5,345,022","55,736",1903,"5,345,022"
Miky Woodz,"5,344,736","10,217",1779,"5,443,706"
Batas Senja,"5,339,137","27,856",1905,"5,339,137"
Daya,"5,338,959","-5,657",1348,"6,667,067"
Borges,"5,335,195","-7,426",1860,"5,394,626"
Lil Jon & The East Side Boyz,"5,334,135","1,821",1895,"5,339,898"
Chris Lake,"5,332,706","5,948",1668,"5,671,324"
The Chicks,"5,332,535","-17,302",1753,"5,594,264"
El Padrinito Toys,"5,328,495","11,148",1283,"6,692,915"
Michael Giacchino,"5,326,143",987,1616,"5,464,141"
CJ,"5,325,611","-5,969",1576,"5,856,465"
Xavier Wulf,"5,320,312","-4,078",1890,"5,332,964"
Hillsong Worship,"5,319,501","3,968",1546,"5,748,178"
Fuego,"5,319,105","-13,857",1138,"7,079,607"
Phoenix,"5,318,692","-2,289",1477,"5,975,682"
Estelle,"5,317,839","-12,373",1829,"5,330,212"
La K'onga,"5,313,823","-4,259",1750,"5,406,769"
Jake Owen,"5,313,820","-17,446",1468,"6,347,763"
Claude Debussy,"5,310,857","17,457",1500,"5,769,369"
Anuradha Sriram,"5,307,403",-64,1915,"5,307,467"
Ingratax,"5,304,725","36,149",1526,"5,751,282"
Tornillo,"5,303,346","11,365",1675,"5,540,492"
Westlife,"5,300,030",-872,1466,"5,880,391"
Mecano,"5,299,434","-6,219",1772,"5,439,758"
Reyli Barba,"5,292,459","6,426",1874,"5,292,459"
Mae Muller,"5,290,637","-24,725",999,"8,352,415"
JEON SOMI,"5,288,735","-34,337",1905,"5,323,072"
Skepta,"5,287,855","2,545",1551,"5,556,176"
FKJ,"5,287,623","2,598",1572,"5,638,156"
Damian Marley,"5,285,846","-3,958",1764,"5,531,789"
The Kolors,"5,281,135","17,756",1933,"5,281,135"
Robin Thicke,"5,280,360","-7,332",1657,"5,413,392"
GuÃ¨,"5,280,088","3,534",1702,"5,729,244"
Cedric Gervais,"5,279,702","-2,011",1884,"5,288,938"
Vishal Chandrashekhar,"5,276,593",-249,1871,"5,280,878"
CafunÃ©,"5,273,275","6,647",1539,"5,788,075"
Pretenders,"5,269,480","4,380",1623,"5,356,170"
Extreme,"5,269,266","-9,920",1696,"5,432,537"
Zeeba,"5,268,980","-14,395",1860,"5,389,315"
Alejandra Guzman,"5,268,419","16,426",1827,"5,268,419"
Boyz II Men,"5,267,806","5,101",1697,"5,524,240"
Randy,"5,267,366","24,269",1491,"5,969,025"
Yura Yunita,"5,264,950",574,1377,"6,198,752"
Hillsong UNITED,"5,264,609",738,1641,"5,534,876"
La Factoria,"5,263,938","-19,690",1171,"7,662,486"
Brandy,"5,262,182","-17,567",1731,"5,510,369"
6YNTHMANE,"5,258,249","3,626",1947,"5,258,249"
Marnik,"5,257,714","40,019",1950,"5,257,714"
Amaarae,"5,256,368","-5,120",1263,"7,250,780"
Liam Payne,"5,256,111","7,939",1594,"5,717,293"
Deepend,"5,255,763","-20,729",1777,"5,538,439"
Old Jim,"5,253,672","65,126",1954,"5,253,672"
R. City,"5,250,888","-15,301",1653,"5,329,737"
Mobb Deep,"5,248,092","-9,536",1719,"5,261,424"
Yasser Desai,"5,247,211",505,827,"8,738,809"
The Calling,"5,244,167","-9,549",1906,"5,297,911"
Megadeth,"5,243,596",-576,1649,"5,357,683"
Budi Doremi,"5,243,551","-2,578",1508,"6,032,948"
"HÃ©ctor ""El Father""","5,236,407","-2,067",1770,"5,456,651"
Paloma Mami,"5,235,080","-11,405",800,"9,021,292"
Hollow Coves,"5,230,817","3,662",1847,"5,428,035"
Lola Amour,"5,224,235","-2,043",1895,"5,319,145"
Lifehouse,"5,224,090","-6,433",1770,"5,328,538"
Mohammed Rafi,"5,223,361","14,898",1756,"5,492,066"
Declan McKenna,"5,223,215","-23,240",1698,"5,766,144"
Dadju,"5,222,196","1,745",1639,"5,364,487"
AnnenMayKantereit,"5,221,614","-8,616",1380,"6,211,064"
The Score,"5,221,178","4,207",1576,"5,570,597"
Damso,"5,220,016","-4,803",1571,"6,049,902"
Travie McCoy,"5,219,000","13,835",1563,"5,961,970"
Slayer,"5,216,826","8,794",1527,"6,092,992"
DannyLux,"5,211,483","73,419",1974,"5,211,483"
Yohani,"5,208,463","-1,005",983,"7,904,494"
JÃ³sean Log,"5,206,024",-573,1972,"5,206,597"
Lourena,"5,203,305","-46,259",1750,"5,695,060"
Chord Overstreet,"5,202,733","-18,736",1615,"5,602,600"
347aidan,"5,202,019","33,295",1020,"8,259,475"
Natalie Cole,"5,200,736","6,963",1765,"5,313,346"
AJ Tracey,"5,200,593","147,988",1655,"5,548,261"
Miksu / Macloud,"5,197,746","15,942",1476,"5,961,631"
Jakes Bejoy,"5,195,616","33,371",1983,"5,195,616"
Safri Duo,"5,192,641","34,237",1984,"5,192,641"
Punctual,"5,190,803","6,757",1884,"5,190,803"
Auli'i Cravalho,"5,190,662","37,857",1986,"5,190,662"
Love Funk,"5,189,815","6,190",1868,"5,189,815"
OFFICIAL HIGE DANDISM,"5,189,533","-13,343",1603,"5,730,064"
Parker McCollum,"5,187,842","13,711",1783,"5,503,289"
Los 2 de la S,"5,187,279","-6,211",1861,"5,376,903"
Vengaboys,"5,184,467","-4,502",1821,"5,399,892"
Bausa,"5,178,867","37,845",1992,"5,178,867"
Yuri Redicopa,"5,177,751","-15,739",1111,"7,223,674"
Seal,"5,174,965","59,486",1763,"5,500,825"
KYLE,"5,171,771","12,134",1626,"5,570,937"
Axwell,"5,169,001","11,418",1914,"5,263,010"
Sido,"5,167,480","-8,738",1427,"6,066,332"
reidenshi,"5,164,722","4,811",1732,"5,569,657"
George Benson,"5,160,734","14,311",1824,"5,337,767"
AngÃ¨le,"5,160,323","-14,086",1404,"6,042,394"
Tayc,"5,158,404","-7,696",1398,"6,136,150"
The Monkees,"5,154,577","-9,869",1564,"6,152,680"
creamy,"5,151,580","-16,038",1042,"7,626,751"
Walker Hayes,"5,145,882","-23,949",1379,"6,069,648"
Ami Mishra,"5,145,747","-10,605",1955,"5,198,742"
Aditya Rikhari,"5,142,370","-2,025",1908,"5,273,515"
Avvy Sra,"5,142,370","11,000",2007,"5,142,370"
Sadie Jean,"5,139,811","11,904",2008,"5,139,811"
Chris MC,"5,137,527","10,684",1733,"5,140,484"
Yoko Gold,"5,136,051","16,094",2010,"5,136,051"
Takagi & Ketra,"5,136,051","-13,490",1886,"5,261,651"
Jamiroquai,"5,133,107","-8,993",1733,"5,332,057"
Ruel,"5,132,839","-10,071",1016,"7,721,711"
Delacruz,"5,128,705","16,114",1920,"5,128,705"
NDX A.K.A.,"5,127,508","58,560",2015,"5,127,508"
A Day To Remember,"5,124,985","22,568",1803,"5,251,262"
lucidbeatz,"5,124,322","-28,347",1797,"5,484,059"
Elvis Crespo,"5,124,057","-28,067",1882,"5,270,376"
Jerry Rivera,"5,123,659","-11,454",1912,"5,215,668"
Eliza Rose,"5,122,997","-16,545",1078,"7,458,821"
Edwin Luna y La Trakalosa de Monterrey,"5,119,561","28,248",1881,"5,119,561"
Surf Mesa,"5,115,479","-23,256",1686,"5,699,227"
Polo Gonzalez,"5,112,984","9,528",1632,"5,597,770"
Nicky Romero,"5,109,581","-9,584",1565,"6,125,301"
LUCKI,"5,107,622","17,593",1835,"5,395,995"
Jay Rock,"5,106,970","5,980",1758,"5,420,413"
Ezhel,"5,106,840","-33,913",1896,"5,323,582"
ANAVITÃRIA,"5,098,401","10,166",2028,"5,098,401"
Twisted Sister,"5,098,013","-35,762",1829,"5,412,007"
JosÃ© GonzÃ¡lez,"5,096,721","8,871",1858,"5,096,721"
John Williams,"5,092,726","14,940",1703,"5,491,437"
Ziva Magnolya,"5,089,644","-2,825",1461,"6,381,695"
Walk off the Earth,"5,081,215","-16,023",1514,"6,229,255"
Dimitri Vegas,"5,079,816","-7,011",1421,"6,178,078"
Pras,"5,079,689","8,350",1974,"5,079,689"
Marina Sena,"5,073,736","76,110",2036,"5,073,736"
Vince Staples,"5,072,348","-7,468",1174,"7,106,334"
Jere Klein,"5,065,934","15,060",2038,"5,065,934"
Jasmine Sandlas,"5,065,433","-3,389",1839,"5,346,627"
Juhn,"5,062,680","-2,878",1687,"5,346,206"
Tempoe,"5,060,183","-15,070",1731,"5,673,324"
Neto PeÃ±a,"5,058,813","21,202",1721,"5,196,467"
Marracash,"5,058,066","1,244",1979,"5,156,626"
Kelis,"5,056,077","-9,481",1746,"5,142,100"
Nathan Evans,"5,055,084","6,432",1571,"5,678,656"
Gurlez Akhtar,"5,055,084","-27,276",1553,"6,138,173"
Billy Ocean,"5,054,340","8,890",1985,"5,065,809"
Sharn,"5,046,311","5,155",2048,"5,046,311"
Little Big Town,"5,044,467","-11,486",1713,"5,563,087"
NATHY PELUSO,"5,043,853","-54,548",1341,"6,680,438"
Mike BahÃ­a,"5,043,730","19,577",1369,"6,457,022"
DJ LUCAS DE PAULA,"5,042,136","3,670",2052,"5,042,136"
Naza,"5,041,278","-12,938",1854,"5,336,814"
Mareux,"5,040,544","8,652",1486,"5,792,068"
zzoilo,"5,039,199","-9,699",1511,"5,841,395"
Antonio Vivaldi,"5,036,514","13,565",2050,"5,036,514"
Yung Bleu,"5,036,026","-9,547",1305,"6,498,839"
JÃ£o,"5,035,661","38,387",1516,"5,854,762"
Yuri,"5,031,164","8,937",1587,"5,547,541"
EST Gee,"5,030,073","-9,004",1410,"6,176,130"
40k,"5,028,741","6,634",2060,"5,028,741"
Brad Paisley,"5,027,048","-4,116",1731,"5,643,084"
Ivy Queen,"5,019,585","-8,793",1672,"5,800,824"
DJ BOY,"5,014,559","31,861",2064,"5,014,559"
Young Dolph,"5,014,082","8,556",1541,"5,582,984"
NOTD,"5,013,843","-24,379",1352,"6,363,600"
BLANCO,"5,013,009","2,738",1946,"5,183,345"
Murda,"5,012,055","-2,863",2065,"5,014,918"
Rachel Platten,"5,008,726","-17,477",1939,"5,033,957"
Lil' Kim,"5,008,014","-25,821",1758,"5,661,568"
Aldo Trujillo,"5,004,461","31,789",1605,"5,665,196"
Jass Manak,"5,004,461","25,462",2072,"5,004,461"
Shenseea,"4,996,101","-68,956",1579,"6,201,949"
Andy Rivera,"4,990,719","9,872",1399,"6,004,762"
Warren G,"4,988,155","-1,981",1897,"5,047,789"
Pradeep Kumar,"4,987,922","-2,680",2071,"4,990,719"
Felipe AraÃºjo,"4,986,875","49,281",2077,"4,986,875"
Cream,"4,985,829","-11,328",2025,"5,056,574"
Amenazzy,"4,985,133","2,435",2075,"4,985,133"
mxmtoon,"4,983,509","16,100",1860,"5,002,689"
Lil Skies,"4,981,194","2,195",1612,"5,440,185"
Desiigner,"4,977,846","-10,891",1596,"5,773,731"
Andmesh,"4,975,313","1,149",1556,"5,593,048"
Dr. Dog,"4,974,738","10,065",2084,"4,974,738"
Marisela,"4,973,360","19,783",2085,"4,973,360"
Alex Gaudino,"4,972,442","-18,627",1838,"5,378,708"
Mau P,"4,971,869","-5,631",2000,"5,108,666"
Judas Priest,"4,971,296","9,805",1922,"5,164,308"
NEIKED,"4,970,151","-16,027",1184,"6,838,785"
Ella Fitzgerald,"4,968,436","10,570",1929,"4,968,436"
Dardan,"4,966,724","59,415",1823,"5,315,807"
Josh Turner,"4,965,698","-2,510",1780,"5,331,930"
Brendon Urie,"4,963,649","-33,038",2001,"5,045,450"
K. J. Yesudas,"4,963,081","4,197",2053,"4,963,081"
ANNA,"4,962,513","-2,160",1949,"5,136,722"
Cutting Crew,"4,961,377","8,475",2007,"5,010,984"
Blue Ãyster Cult,"4,961,151","3,285",1965,"5,166,928"
Victony,"4,960,130","-7,507",1542,"6,214,858"
Los Plebes del Rancho de Ariel Camacho,"4,959,337","14,508",1687,"5,449,582"
Pancho Barraza,"4,957,300","1,806",1978,"4,958,658"
Snoh Aalegra,"4,954,140","8,976",2077,"4,954,140"
ChiChi Peralta,"4,951,889","-28,265",2020,"5,067,817"
Nate Smith,"4,949,979","-36,664",1739,"5,242,175"
Ariel Camacho y Los Plebes Del Rancho,"4,949,194","15,807",1847,"5,033,835"
The Paul,"4,946,393","9,686",2105,"4,946,393"
Lloyd,"4,941,595","-1,337",2057,"4,942,932"
Godsmack,"4,941,595","2,447",1794,"5,192,075"
Rocco Hunt,"4,937,261","-13,841",1904,"5,263,418"
Michael Sembello,"4,929,637","-17,092",1736,"5,397,049"
MC LCKaiique,"4,919,994","-62,357",1817,"5,522,693"
BIBI,"4,919,122","34,203",1448,"5,959,770"
Tori Kelly,"4,918,468","-12,932",1360,"6,354,473"
Nothing But Thieves,"4,917,706","176,491",1912,"5,213,357"
MC PR,"4,915,531","7,036",2112,"4,915,531"
PLK,"4,910,763","-4,225",1864,"5,181,664"
MC Marks,"4,909,466","32,325",2116,"4,909,466"
Omar Courtz,"4,907,524","67,518",1263,"7,328,285"
Simge,"4,906,555","-14,421",1848,"5,336,887"
Third Eye Blind,"4,906,555","-12,022",1794,"5,503,251"
Nanpa BÃ¡sico,"4,906,016","7,293",1584,"5,566,408"
Arsy Widianto,"4,904,941","-6,579",2058,"4,922,506"
K-391,"4,902,685",-107,1823,"5,349,180"
yuji,"4,901,934","-39,104",1552,"5,901,117"
Andra & The Backbone,"4,900,006","26,941",2082,"4,900,006"
Jay Trak,"4,895,628","67,281",2125,"4,895,628"
Mohammed Irfan,"4,894,137","1,596",1541,"6,127,566"
Belinda Carlisle,"4,893,392","-8,006",1971,"4,967,637"
Tee Grizzley,"4,890,843","174,802",1957,"5,192,358"
MotÃ¶rhead,"4,889,676","-2,653",1804,"5,105,928"
Glee Cast,"4,888,511","-10,746",1721,"5,111,805"
Vini Vici,"4,887,982","-12,131",1845,"5,149,270"
Swarnalatha,"4,886,185","12,807",2129,"4,886,185"
Cochise,"4,885,446","4,949",1705,"5,555,526"
Armand Van Helden,"4,879,972","25,925",1963,"4,879,972"
Alexandra Stan,"4,878,608","-1,154",1770,"5,443,158"
LAGOS,"4,874,840","-13,248",1655,"5,355,930"
Eric Carmen,"4,871,085","13,858",2052,"4,903,007"
SIRA,"4,870,877","30,871",2138,"4,870,877"
Russell Dickerson,"4,870,565","-15,515",1497,"6,379,745"
Blueface,"4,870,045","90,519",1725,"5,142,370"
Bella Poarch,"4,869,005","13,215",1641,"5,446,745"
BUNT.,"4,867,240","43,580",1747,"5,604,619"
Juicy Luicy,"4,866,929","5,172",1683,"5,595,944"
Tom Morello,"4,866,515","14,004",1585,"5,916,840"
Mandy Moore,"4,865,582","3,205",1803,"5,413,499"
The Righteous Brothers,"4,864,340","8,140",1827,"4,970,151"
Shiva,"4,863,306","-11,430",1866,"5,291,932"
Clementine Douglas,"4,860,005","34,951",2015,"5,078,420"
Michael Kiwanuka,"4,858,358","-2,883",1970,"4,878,084"
Sam Tinnesz,"4,856,919","12,964",1969,"4,948,969"
Mimi Webb,"4,852,921","-31,681",839,"8,814,474"
The Cinematic Orchestra,"4,845,681","1,523",1910,"5,048,035"
Diego Torres,"4,842,536","19,871",1900,"4,842,536"
Aruma,"4,837,482","-7,082",1654,"5,369,473"
Conjunto Primavera,"4,837,281","16,404",1394,"6,716,361"
Bonez MC,"4,836,877","6,729",1744,"5,487,431"
La Santa Grifa,"4,834,060","14,075",1928,"4,834,060"
The Supremes,"4,832,252","12,961",1999,"4,837,281"
Isaiah Rashad,"4,831,651","5,700",2128,"4,847,003"
Naiara Azevedo,"4,831,149","3,601",1293,"6,645,620"
The Red Jumpsuit Apparatus,"4,827,148","1,197",2022,"5,027,048"
Berlin,"4,826,450","28,056",2011,"5,103,716"
Interplanetary Criminal,"4,824,456","-6,894",1073,"7,488,841"
Kaifi Khalil,"4,823,063","-12,103",1038,"8,200,279"
Lary Over,"4,822,864","1,887",2112,"4,822,864"
Vaundy,"4,822,765","-11,697",1729,"5,403,418"
grandson,"4,820,183","-6,167",1577,"5,825,965"
Bo Burnham,"4,819,390","-4,867",1526,"5,627,655"
High School Musical Cast,"4,816,816","1,876",1942,"5,091,827"
Jordin Sparks,"4,816,125","-8,730",1761,"5,268,538"
Bnxn,"4,815,532","4,139",2053,"4,884,497"
Jon Bellion,"4,813,559","-8,709",1985,"5,147,100"
Lil Tracy,"4,813,067","3,737",1858,"4,923,272"
Pyotr Ilyich Tchaikovsky,"4,811,098","8,811",1732,"5,142,640"
MC Kevinho,"4,810,116","-10,265",1731,"5,146,965"
Village People,"4,809,330","-24,428",1958,"5,102,547"
Alex Ubago,"4,808,251","-1,570",1862,"5,157,720"
Allman Brothers Band,"4,804,239",-684,1941,"5,149,134"
Juicy J,"4,804,043","-6,171",1793,"5,178,030"
Belo,"4,803,946","4,483",2132,"4,838,289"
Alina Baraz,"4,802,092","-27,455",1636,"5,438,452"
Bappi Lahiri,"4,799,463",972,2118,"4,804,141"
Uncle Kracker,"4,798,977","-10,157",1758,"5,563,301"
BROCKHAMPTON,"4,796,550","-8,373",1563,"5,517,549"
Craig David,"4,793,065","-4,164",1691,"5,210,763"
WOS,"4,789,110","38,192",1514,"5,932,412"
Los Cadetes De Linares,"4,786,802","-7,037",1962,"5,029,952"
HRVY,"4,786,226","-20,555",1371,"6,199,179"
Sonny Fodera,"4,785,746","34,643",2168,"4,785,746"
CORBAL,"4,783,445",478,1784,"5,490,795"
Nic D,"4,782,775","-12,225",1825,"5,331,810"
Diego Verdaguer,"4,779,431","15,623",1906,"4,784,691"
T3R Elemento,"4,778,573","-3,724",1787,"5,218,275"
Nitesh Ujoli,"4,776,763","2,186",2192,"4,776,763"
Sunny Yaduvanshi,"4,774,197","2,465",2195,"4,774,197"
cade clair,"4,773,628","17,685",2196,"4,773,628"
Lou Bega,"4,772,301","-7,416",1983,"5,040,177"
Sheila On 7,"4,768,706","16,674",2182,"4,768,706"
Toledo,"4,766,349","-12,128",2096,"4,885,657"
Sorriso Maroto,"4,765,783","10,306",2010,"4,780,576"
Paolo Nutini,"4,765,689","-18,810",1851,"5,335,879"
Hensonn,"4,764,278","-1,788",1482,"5,821,605"
Lali,"4,763,808","96,371",2028,"4,763,808"
Chaka Khan,"4,760,898","8,308",1908,"5,208,319"
Grupo Los de la O,"4,759,681",842,1410,"6,073,733"
Os BarÃµes Da Pisadinha,"4,758,839","51,472",2006,"4,942,932"
Sefo,"4,758,090","1,867",2180,"4,758,090"
R.K.M & Ken-Y,"4,757,530","4,289",2203,"4,757,530"
Priya Saraiya,"4,754,079","-20,118",2049,"4,794,322"
MC Celo BK,"4,751,289","-61,876",1869,"5,376,329"
Ãejo & Dalmata,"4,746,009","1,939",2147,"4,762,211"
Corona,"4,742,504","-27,714",2103,"4,875,885"
Poppy Baskcomb,"4,740,296","-33,522",2114,"4,773,818"
Silambarasan TR,"4,739,561","5,496",1718,"5,167,480"
Los Abuelos De La Nada,"4,739,010","13,679",2215,"4,739,010"
Jaziel Avilez,"4,738,918","1,559",1551,"5,865,092"
Dylan Matthew,"4,738,551","-1,377",1884,"5,125,515"
$werve,"4,734,522","-8,719",1915,"5,213,646"
Lucas Estrada,"4,732,878","-7,969",1939,"5,157,720"
CÃ³digo FN,"4,731,146","104,238",2220,"4,731,146"
Yo-Yo Ma,"4,728,871","18,740",1730,"5,111,674"
Corey Kent,"4,728,144","-9,857",2139,"4,802,482"
Keala Settle,"4,725,694","-3,268",1863,"4,785,170"
Zak Abel,"4,724,878","-5,903",1922,"5,252,459"
A-Trak,"4,724,697","9,554",1953,"4,825,552"
Fabio Asher,"4,722,346","2,346",1945,"5,023,430"
Sickick,"4,721,533","-7,065",1462,"5,825,279"
Sanam,"4,720,811","23,548",1537,"6,025,452"
Gustavo Cerati,"4,720,541","-5,969",2146,"4,726,510"
Reynmen,"4,720,000","1,081",2070,"4,887,771"
Ado,"4,713,261","12,464",1979,"4,765,030"
Redbone,"4,712,187","-9,617",1522,"6,134,164"
Gabriela Rocha,"4,712,187","-19,597",2144,"4,742,504"
Royal Philharmonic Orchestra,"4,708,971","6,580",1941,"5,029,952"
Amy Macdonald,"4,708,703","15,490",2143,"4,708,703"
Tippu,"4,708,079","-4,018",2229,"4,712,097"
Bullet For My Valentine,"4,707,545","-7,150",2072,"4,879,133"
That Mexican OT,"4,706,743","34,150",2238,"4,706,743"
Fernando & Sorocaba,"4,706,476","23,145",2239,"4,706,476"
Kenny Beats,"4,704,609","14,817",1861,"4,860,726"
Ken-Y,"4,701,771","-23,289",1863,"5,308,388"
James TW,"4,701,062","-15,338",1526,"5,724,452"
Chimbala,"4,700,266","-21,538",1727,"5,181,944"
Richard Marx,"4,698,322","-11,541",2092,"4,747,951"
Los Invasores De Nuevo LeÃ³n,"4,696,029","-1,410",1922,"5,183,205"
Noah,"4,694,972","20,827",2246,"4,694,972"
The Greatest Showman Ensemble,"4,694,532","-5,822",1927,"4,749,155"
Roberta Flack,"4,693,477","25,526",2099,"4,843,245"
Chris Janson,"4,692,335","-39,631",1952,"5,143,719"
Pav Dharia,"4,691,457","10,300",1854,"5,195,758"
The Backseat Lovers,"4,690,405","-3,951",2057,"4,808,251"
putri dahlia,"4,688,654","-45,046",1559,"5,903,604"
Stacey Ryan,"4,688,479","-29,180",984,"7,932,194"
MC Caverinha,"4,686,731","-50,995",1335,"6,957,816"
Hugh Jackman,"4,686,557","7,222",1859,"4,976,809"
Iggy Pop,"4,686,033","6,438",1752,"5,157,583"
Caio Luccas,"4,684,289","-5,415",2144,"4,741,031"
Janieck,"4,684,289","15,909",2255,"4,684,289"
Grupo Mojado,"4,683,854","-24,314",2068,"4,757,530"
Gigamesh,"4,683,505","-1,568",2249,"4,685,073"
Mano,"4,681,071","6,581",2260,"4,681,071"
Rupert Holmes,"4,680,810","-1,651",1950,"5,024,394"
Manni Sandhu,"4,680,723","-2,521",2178,"4,683,244"
Imran Khan,"4,678,295","4,581",1911,"5,189,110"
Michel TelÃ³,"4,676,564","-10,953",1977,"5,119,957"
Mijares,"4,675,872","-13,220",1902,"4,779,908"
Lil Mabu,"4,675,181","-11,987",1043,"8,404,295"
Jon Batiste,"4,674,490","2,413",1709,"5,352,576"
Kaash Paige,"4,672,507","13,778",1802,"4,984,901"
Erik Satie,"4,672,421","14,033",1914,"4,823,660"
Switch Disco,"4,669,668","-6,809",1888,"5,250,840"
Jaden,"4,669,410","-9,752",1588,"6,077,159"
MUPP,"4,664,783","6,395",1427,"5,957,353"
Joel De La P,"4,661,794","-14,597",1488,"6,390,957"
Carly Pearce,"4,660,090","-22,023",2257,"4,682,113"
Roisee,"4,659,920","-70,497",768,"10,515,606"
SCH,"4,655,927","-14,171",2029,"4,973,934"
Naresh Kamath,"4,655,757","-42,830",2179,"4,782,679"
Barry White,"4,653,640","11,361",2122,"4,653,640"
OBOY,"4,651,526","2,951",2142,"4,652,456"
Leon James,"4,647,229","5,536",2100,"4,678,382"
The Magician,"4,645,212","-5,217",2047,"4,898,295"
BjÃ¶rn Skifs,"4,641,777","-18,483",1809,"5,334,470"
Prabh Singh,"4,641,693","63,299",2284,"4,641,693"
S.P. Charan,"4,640,105","7,325",2148,"4,640,105"
Jawsh 685,"4,639,354",-250,1702,"5,273,265"
Paresh Kamath,"4,638,603","-42,468",2190,"4,765,972"
R. Kelly,"4,637,769","-1,835",1983,"4,760,711"
Tesher,"4,637,769","-21,385",1936,"5,197,888"
Morray,"4,637,686",584,1797,"5,098,530"
Rixton,"4,634,524","10,499",1796,"4,912,819"
Conrad Sewell,"4,628,807","-12,468",2127,"4,750,546"
Tom Misch,"4,627,651","18,166",2293,"4,627,651"
Thin Lizzy,"4,624,354","-1,482",1943,"5,017,189"
Zahrah S Khan,"4,624,190","-2,058",1844,"5,082,233"
Anson Seabra,"4,621,971","8,666",1598,"5,523,997"
Kid Ink,"4,620,248","-11,538",1620,"5,422,800"
cakal,"4,620,002",-820,2176,"4,730,599"
Nena,"4,619,183","-6,488",1902,"5,114,296"
NEIMY,"4,618,774","-4,593",2223,"4,695,676"
Guilherme & Santiago,"4,613,712","8,194",1850,"5,207,888"
Hadise,"4,613,468","-13,275",2234,"4,684,463"
Hollywood Undead,"4,605,356","-9,823",1941,"4,943,266"
DVBBS,"4,603,419","-20,277",1374,"6,240,761"
Arem Ozguc,"4,601,565","-6,785",1638,"5,496,761"
Arman Aydin,"4,601,404","-6,703",1639,"5,496,094"
Pooh Shiesty,"4,599,956","23,214",1883,"4,904,511"
Claptone,"4,594,344","-5,853",2118,"4,603,177"
Sam Tompkins,"4,593,385","4,464",1783,"5,537,551"
Super Yei,"4,591,549","16,064",2005,"5,059,685"
Pablo Chill-E,"4,590,433","11,172",1871,"4,865,064"
Anna Kendrick,"4,589,796","-1,434",1928,"4,744,993"
Grupo RevelaÃ§Ã£o,"4,589,558","39,751",2129,"4,589,558"
Mitchell Tenpenny,"4,589,160","-36,017",1988,"4,939,926"
Nico & Vinz,"4,585,982",635,1655,"5,713,984"
Inspector,"4,579,576","8,089",2302,"4,579,576"
Ammy Virk,"4,579,261","13,936",1632,"5,896,835"
DÃ­melo Flow,"4,576,034","-9,234",1562,"5,516,943"
Ken Carson,"4,575,485","5,093",2156,"4,575,485"
RunâD.M.C.,"4,574,150","-20,754",2103,"4,742,872"
James Brown,"4,570,470","-11,790",2000,"4,827,748"
Warren Zeiders,"4,567,972","24,963",2322,"4,567,972"
DJ Ak beats,"4,567,583","15,935",1312,"6,359,873"
Liana Flores,"4,565,636","8,446",2017,"4,565,636"
Fabolous,"4,561,211","-1,395",1784,"5,476,866"
Monica,"4,561,056","-7,852",2124,"4,639,354"
Madcon,"4,560,978","13,850",1804,"5,453,974"
Alexis y Fido,"4,559,585","7,400",2048,"4,638,186"
Rick Springfield,"4,559,276","-2,555",2230,"4,587,649"
Emir Can Ä°Ärek,"4,558,425","-14,628",1773,"5,558,046"
A Great Big World,"4,557,885","-4,101",1945,"4,836,877"
Divya Kumar,"4,557,653","8,842",1374,"6,109,192"
Los Gemelos De Sinaloa,"4,557,576","30,960",1584,"5,550,154"
XG,"4,553,184","-35,578",1731,"5,428,551"
MC Davo,"4,553,184","31,429",1744,"5,111,019"
Tiziano Ferro,"4,552,723","-13,380",2247,"4,625,836"
Cheap Trick,"4,552,646","-5,393",1925,"5,065,809"
Daniel Hope,"4,552,416","-1,537",1855,"4,821,970"
Against The Current,"4,551,725","-21,250",2022,"4,988,854"
Mc Tato,"4,550,957","-9,015",1247,"6,597,357"
Geolier,"4,548,122",-307,2081,"4,857,946"
Chani Nattan,"4,546,364","5,485",1464,"6,373,045"
Mani Sharma,"4,545,830","10,105",2343,"4,545,830"
Bryce Vine,"4,544,533","-23,361",1862,"5,080,579"
Dent May,"4,544,304","34,198",2345,"4,544,304"
Aleks Syntek,"4,543,313","12,491",2010,"4,543,313"
Luca-Dante Spadafora,"4,543,161","29,137",2347,"4,543,161"
Adie,"4,541,183","-11,079",1985,"4,821,374"
Ananya Bhat,"4,541,031","-3,578",1890,"5,181,804"
Ben Howard,"4,540,575","-1,749",2045,"4,844,361"
Pixote,"4,539,057","37,988",2351,"4,539,057"
Barbra Streisand,"4,536,860","-8,283",1956,"4,746,471"
Ludwig GÃ¶ransson,"4,535,876","4,979",2264,"4,621,889"
Mukesh,"4,534,440","14,921",2195,"4,646,052"
Niska,"4,533,157","10,581",1850,"4,982,351"
Major RD,"4,522,650","-62,856",1997,"5,116,399"
Amanda Seyfried,"4,521,233","-5,682",2014,"4,832,052"
